1484770822755,0,F4
1484770823740,0,F4
1484770824740,0,F4
1484770825740,0,F4
1484770826740,0,F4
1484770827740,0,F4
1484770828740,0,F4
1484770829741,0,C5
1484770830740,0,F4
1484770831741,0,F4
1484770832741,0,F4
1484770833741,0,F4
1484770834741,0,F4
1484770835741,0,F4
1484770836741,0,F4
1484770837741,0,C5
1484770838741,0,F4
1484770839741,0,F4
1484770840741,0,F4
1484770841741,0,F4
1484770842741,0,F4
1484770843741,0,F4
1484770844741,0,F4
1484770845741,0,F4
1484770846741,0,F4
1484770847742,0,F4
1484770848742,0,F4
1484770849742,0,F4
1484770850742,0,F4
1484770851742,0,F4
1484770852742,0,C5
1484770853742,0,F4
1484770854742,0,F4
1484770855742,0,F4
1484770856742,0,F4
1484770857742,0,F4
1484770858742,0,C5
1484770859742,0,F4
1484770860742,0,F4
1484770861742,0,F4
1484770862742,0,F4
1484770863742,0,F4
1484770864742,0,F4
1484770865742,0,C5
1484770866742,0,F4
1484770867742,0,F4
1484770868743,0,F4
1484770869743,0,F4
1484770870743,0,F4
1484770871743,0,F4
1484770872743,0,F4
1484770873743,0,F4
1484770874743,0,F4
1484770875743,0,F4
1484770876743,0,F4
1484770877743,0,F4
1484770878743,0,F4
1484770879743,0,F4
1484770880743,0,F4
1484770881743,0,F4
1484770882743,0,C5
1484770883743,0,F4
1484770884743,0,F4
1484770885743,0,F4
1484770886743,0,F4
1484770887743,0,F4
1484770888743,0,F4
1484770889743,0,C5
1484770890743,0,F4
1484770891743,0,F4
1484770892743,0,F4
1484770893743,0,F4
1484770894743,0,F4
1484770895743,0,F4
1484770896743,0,F4
1484770897743,0,F4
1484770898744,0,F4
1484770899743,0,F4
1484770900744,0,C5
1484770901744,0,F4
1484770902744,0,F4
1484770903744,0,F4
1484770904744,0,F4
1484770905744,0,F4
1484770906744,0,F4
1484770907744,0,F4
1484770908744,0,F4
1484770909744,0,F4
1484770910744,0,F4
1484770911744,0,F4
1484770912744,0,C5
1484770913744,0,F4
1484770914744,0,F4
1484770915744,0,F4
1484770916744,0,F4
1484770917744,0,F4
1484770918744,0,F4
1484770919744,0,F4
1484770920744,0,C5
1484770921744,0,F4
1484770922744,0,F4
1484770923744,0,F4
1484770924744,0,F4
1484770925744,0,F4
1484770926744,0,F4
1484770927744,0,F4
1484770928744,0,F4
1484770929744,0,F4
1484770930745,0,F4
1484770931745,0,F4
1484770932745,0,C5
1484770933745,0,F4
1484770934745,0,F4
1484770935745,0,F4
1484770936745,0,F4
1484770937745,0,F4
1484770938745,0,F4
1484770939745,0,F4
1484770940745,0,C5
1484770941745,0,F4
1484770942745,0,F4
1484770943745,0,F4
1484770944745,0,C5
1484770945745,0,F4
1484770946745,0,F4
1484770947745,0,F4
1484770948745,0,F4
1484770949745,0,F4
1484770950745,0,F4
1484770951745,0,F4
1484770952745,0,F4
1484770953745,0,F4
1484770954745,0,F4
1484770955745,0,F4
1484770956745,0,F4
1484770957745,0,F4
1484770958745,0,F4
1484770959745,0,F4
1484770960746,0,F4
1484770961746,0,F4
1484770962746,0,F4
1484770963746,0,C5
1484770964746,0,F4
1484770965746,0,F4
1484770966746,0,F4
1484770967746,0,F4
1484770968746,0,F4
