1484769949009,0,F4
1484769949994,0,F4
1484769950994,0,C5
1484769951994,0,F4
1484769952994,0,F4
1484769953994,0,F4
1484769954994,0,F4
1484769955994,0,F4
1484769956994,0,F4
1484769957995,0,F4
1484769958995,0,F4
1484769959995,0,F4
1484769960995,0,F4
1484769961995,0,F4
1484769962995,0,F4
1484769963995,0,F4
1484769964995,0,F4
1484769965995,0,F4
1484769966995,0,F4
1484769967995,0,F4
1484769968995,0,C5
1484769969996,0,F4
1484769970996,0,F4
1484769971996,0,F4
1484769972996,0,F4
1484769973996,0,F4
1484769974996,0,C5
1484769975996,0,F4
1484769976998,0,F4
1484769977996,0,F4
1484769978996,0,F4
1484769979996,0,F4
1484769980996,0,F4
1484769981996,0,C5
1484769982996,0,F4
1484769983997,0,F4
1484769984997,0,F4
1484769985997,0,F4
1484769986997,0,F4
1484769987997,0,F4
1484769988997,0,F4
1484769989997,0,F4
1484769990997,0,F4
1484769991997,0,F4
1484769992997,0,F4
1484769993997,0,C5
1484769994997,0,F4
1484769995998,0,F4
1484769996998,0,F4
1484769997998,0,F4
1484769998998,0,F4
1484769999998,0,F4
1484770000998,0,F4
1484770001998,0,F4
1484770002998,0,F4
1484770003998,0,F4
1484770004998,0,C5
1484770005998,0,F4
1484770006998,0,F4
1484770007999,0,F4
1484770008999,0,F4
1484770009999,0,F4
1484770010999,0,F4
1484770011999,0,F4
1484770012999,0,F4
1484770013999,0,F4
1484770014999,0,C5
1484770015999,0,F4
1484770016999,0,F4
1484770017999,0,F4
1484770018999,0,F4
1484770019999,0,F4
1484770020999,0,F4
1484770021999,0,F4
1484770022999,0,C5
1484770023999,0,F4
1484770025000,0,F4
1484770026000,0,F4
1484770027000,0,F4
1484770028000,0,F4
1484770029000,0,F4
1484770030000,0,F4
1484770031000,0,F4
1484770032000,0,F4
1484770033000,0,F4
1484770034000,0,F4
1484770035000,0,F4
1484770036000,0,F4
1484770037000,0,F4
1484770038000,0,F4
1484770039000,0,C5
1484770040000,0,F4
1484770041000,0,F4
1484770042000,0,F4
1484770043001,0,F4
1484770044001,0,F4
1484770045001,0,F4
1484770046001,0,F4
1484770047001,0,F4
1484770048001,0,F4
1484770049001,0,C5
1484770050001,0,F4
1484770051001,0,C3
1484769949620,1,0
1484769950455,1,0
1484769951432,2,0
1484769952453,1,0
1484769953425,1,0
1484769954439,1,0
1484769955439,1,0
1484769956485,1,0
1484769957446,1,0
1484769958434,1,0
1484769959454,1,0
1484769960427,1,0
1484769961503,1,0
1484769962407,1,0
1484769963404,1,0
1484769964435,1,0
1484769965480,1,0
1484769966527,1,0
1484769967481,1,0
1484769968517,1,0
1484769969366,2,0
1484769970441,1,0
1484769971425,1,0
1484769972429,1,0
1484769973441,1,0
1484769974446,1,0
1484769975459,2,0
1484769976425,1,0
1484769977475,1,0
1484769978528,1,0
1484769979523,1,0
1484769980504,1,0
1484769981519,1,0
1484769982419,2,0
1484769983489,1,0
1484769984625,1,0
1484769985509,1,0
1484769986506,1,0
1484769987514,1,0
1484769988477,1,0
1484769989529,1,0
1484769990569,1,0
1484769991543,1,0
1484769992547,1,0
1484769993547,1,0
1484769994535,2,0
1484769995576,1,0
1484769996516,1,0
1484769997568,1,0
1484769998611,1,0
1484769999537,1,0
1484770000533,1,0
1484770001538,1,0
1484770002549,1,0
1484770003597,1,0
1484770004533,1,0
1484770005485,2,0
1484770006543,1,0
1484770007507,1,0
1484770008504,1,0
1484770009515,1,0
1484770010524,1,0
1484770011547,1,0
1484770012571,1,0
1484770013547,1,0
1484770014573,1,0
1484770015453,2,0
1484770016546,1,0
1484770017457,1,0
1484770018502,1,0
1484770019493,1,0
1484770020526,1,0
1484770021526,1,0
1484770022570,1,0
1484770023524,2,0
1484770024544,1,0
1484770025527,1,0
1484770026567,1,0
1484770027579,1,0
1484770028559,1,0
1484770029543,1,0
1484770030550,1,0
1484770031601,1,0
1484770032598,1,0
1484770033609,1,0
1484770034609,1,0
1484770035574,1,0
1484770036578,1,0
1484770037573,1,0
1484770038560,1,0
1484770039527,2,0
1484770040591,1,0
1484770041555,1,0
1484770042588,1,0
1484770043615,1,0
1484770044524,1,0
1484770045575,1,0
1484770046566,1,0
1484770047558,1,0
1484770048557,1,0
1484770049521,2,0
1484770050489,1,0
1484770051631,1,0
