2017-02-04T16:03:58-05:00,1486242238724,0,F4,2,stimulus_freq
2017-02-04T16:04:00-05:00,1486242240915,0,F4,2,stimulus_freq
2017-02-04T16:04:02-05:00,1486242242883,0,F4,2,stimulus_freq
2017-02-04T16:04:04-05:00,1486242244966,0,F4,2,stimulus_freq
2017-02-04T16:04:07-05:00,1486242247164,0,F4,2,stimulus_freq
2017-02-04T16:04:09-05:00,1486242249170,0,G5,4,stimulus_infreq
2017-02-04T16:04:11-05:00,1486242251081,0,F4,2,stimulus_freq
2017-02-04T16:04:12-05:00,1486242252451,0,F4,2,stimulus_freq
2017-02-04T16:04:14-05:00,1486242254405,0,G5,4,stimulus_infreq
2017-02-04T16:04:16-05:00,1486242256171,0,F4,2,stimulus_freq
2017-02-04T16:04:18-05:00,1486242258146,0,F4,2,stimulus_freq
2017-02-04T16:04:20-05:00,1486242260413,0,F4,2,stimulus_freq
2017-02-04T16:04:22-05:00,1486242262697,0,F4,2,stimulus_freq
2017-02-04T16:04:24-05:00,1486242264968,0,F4,2,stimulus_freq
2017-02-04T16:04:26-05:00,1486242266906,0,G5,4,stimulus_infreq
2017-02-04T16:04:28-05:00,1486242268654,0,F4,2,stimulus_freq
2017-02-04T16:04:30-05:00,1486242270128,0,F4,2,stimulus_freq
2017-02-04T16:03:59-05:00,1486242239251,1,0,32,response_freq
2017-02-04T16:04:01-05:00,1486242241406,1,0,32,response_freq
2017-02-04T16:04:03-05:00,1486242243344,1,0,32,response_freq
2017-02-04T16:04:05-05:00,1486242245340,1,0,32,response_freq
2017-02-04T16:04:07-05:00,1486242247621,1,0,32,response_freq
2017-02-04T16:04:09-05:00,1486242249671,2,0,64,response_infreq
2017-02-04T16:04:11-05:00,1486242251606,1,0,32,response_freq
2017-02-04T16:04:12-05:00,1486242252939,1,0,32,response_freq
2017-02-04T16:04:14-05:00,1486242254929,2,0,64,response_infreq
2017-02-04T16:04:16-05:00,1486242256632,1,0,32,response_freq
2017-02-04T16:04:18-05:00,1486242258553,1,0,32,response_freq
2017-02-04T16:04:20-05:00,1486242260859,1,0,32,response_freq
2017-02-04T16:04:23-05:00,1486242263182,1,0,32,response_freq
2017-02-04T16:04:25-05:00,1486242265448,1,0,32,response_freq
2017-02-04T16:04:27-05:00,1486242267379,2,0,64,response_infreq
2017-02-04T16:04:29-05:00,1486242269149,1,0,32,response_freq
2017-02-04T16:04:30-05:00,1486242270563,1,0,32,response_freq
