isotime,unixtime,resp,tone,type,label
2017-02-05T11:50:12.712-05:00,1486313412712,0,F4,4,stimulus_freq
2017-02-05T11:50:13.262-05:00,1486313413262,1,0,8,response_freq
2017-02-05T11:50:14.895-05:00,1486313414895,0,G5,6,stimulus_infreq
2017-02-05T11:50:15.432-05:00,1486313415432,2,0,10,response_infreq
2017-02-05T11:50:17.076-05:00,1486313417076,0,F4,4,stimulus_freq
2017-02-05T11:50:17.620-05:00,1486313417620,1,0,8,response_freq
2017-02-05T11:50:19.259-05:00,1486313419259,0,F4,4,stimulus_freq
2017-02-05T11:50:19.738-05:00,1486313419738,1,0,8,response_freq
2017-02-05T11:50:21.409-05:00,1486313421409,0,F4,4,stimulus_freq
2017-02-05T11:50:21.988-05:00,1486313421988,1,0,8,response_freq
2017-02-05T11:50:23.121-05:00,1486313423121,0,F4,4,stimulus_freq
2017-02-05T11:50:23.703-05:00,1486313423703,1,0,8,response_freq
2017-02-05T11:50:24.621-05:00,1486313424621,0,F4,4,stimulus_freq
2017-02-05T11:50:25.177-05:00,1486313425177,1,0,8,response_freq
2017-02-05T11:50:26.510-05:00,1486313426510,0,F4,4,stimulus_freq
2017-02-05T11:50:27.120-05:00,1486313427120,1,0,8,response_freq
2017-02-05T11:50:28.954-05:00,1486313428954,0,F4,4,stimulus_freq
2017-02-05T11:50:29.589-05:00,1486313429589,1,0,8,response_freq
2017-02-05T11:50:31.109-05:00,1486313431109,0,F4,4,stimulus_freq
2017-02-05T11:50:31.637-05:00,1486313431637,1,0,8,response_freq
2017-02-05T11:50:33.268-05:00,1486313433268,0,F4,4,stimulus_freq
2017-02-05T11:50:33.781-05:00,1486313433781,1,0,8,response_freq
2017-02-05T11:50:35.236-05:00,1486313435236,0,F4,4,stimulus_freq
2017-02-05T11:50:35.757-05:00,1486313435757,1,0,8,response_freq
2017-02-05T11:50:37.095-05:00,1486313437095,0,F4,4,stimulus_freq
2017-02-05T11:50:37.627-05:00,1486313437627,1,0,8,response_freq
2017-02-05T11:50:39.030-05:00,1486313439031,0,F4,4,stimulus_freq
2017-02-05T11:50:39.489-05:00,1486313439489,1,0,8,response_freq
2017-02-05T11:50:41.005-05:00,1486313441005,0,F4,4,stimulus_freq
2017-02-05T11:50:41.497-05:00,1486313441497,1,0,8,response_freq
2017-02-05T11:50:42.983-05:00,1486313442984,0,F4,4,stimulus_freq
2017-02-05T11:50:43.439-05:00,1486313443439,1,0,8,response_freq
2017-02-05T11:50:44.420-05:00,1486313444420,0,G5,6,stimulus_infreq
2017-02-05T11:50:44.997-05:00,1486313444997,2,0,10,response_infreq
2017-02-05T11:50:46.432-05:00,1486313446432,0,F4,4,stimulus_freq
2017-02-05T11:50:47.038-05:00,1486313447038,1,0,8,response_freq
2017-02-05T11:50:48.006-05:00,1486313448006,0,F4,4,stimulus_freq
2017-02-05T11:50:48.503-05:00,1486313448503,1,0,8,response_freq
2017-02-05T11:50:49.790-05:00,1486313449790,0,F4,4,stimulus_freq
2017-02-05T11:50:50.293-05:00,1486313450293,1,0,8,response_freq
2017-02-05T11:50:52.394-05:00,1486313452394,0,F4,4,stimulus_freq
2017-02-05T11:50:52.826-05:00,1486313452826,1,0,8,response_freq
2017-02-05T11:50:53.894-05:00,1486313453894,0,F4,4,stimulus_freq
2017-02-05T11:50:54.383-05:00,1486313454383,1,0,8,response_freq
2017-02-05T11:50:56.049-05:00,1486313456049,0,F4,4,stimulus_freq
2017-02-05T11:50:56.516-05:00,1486313456516,1,0,8,response_freq
2017-02-05T11:50:57.912-05:00,1486313457912,0,F4,4,stimulus_freq
2017-02-05T11:50:58.455-05:00,1486313458455,1,0,8,response_freq
2017-02-05T11:50:59.415-05:00,1486313459415,0,F4,4,stimulus_freq
2017-02-05T11:50:59.965-05:00,1486313459965,1,0,8,response_freq
2017-02-05T11:51:01.099-05:00,1486313461099,0,F4,4,stimulus_freq
2017-02-05T11:51:01.612-05:00,1486313461612,1,0,8,response_freq
2017-02-05T11:51:03.394-05:00,1486313463394,0,G5,6,stimulus_infreq
2017-02-05T11:51:03.952-05:00,1486313463953,2,0,10,response_infreq
2017-02-05T11:51:05.717-05:00,1486313465717,0,F4,4,stimulus_freq
2017-02-05T11:51:06.276-05:00,1486313466276,1,0,8,response_freq
2017-02-05T11:51:08.069-05:00,1486313468069,0,F4,4,stimulus_freq
2017-02-05T11:51:08.516-05:00,1486313468517,1,0,8,response_freq
2017-02-05T11:51:09.983-05:00,1486313469983,0,F4,4,stimulus_freq
2017-02-05T11:51:10.419-05:00,1486313470419,1,0,8,response_freq
2017-02-05T11:51:11.757-05:00,1486313471757,0,F4,4,stimulus_freq
2017-02-05T11:51:12.222-05:00,1486313472222,1,0,8,response_freq
2017-02-05T11:51:13.795-05:00,1486313473796,0,F4,4,stimulus_freq
2017-02-05T11:51:14.211-05:00,1486313474211,1,0,8,response_freq
2017-02-05T11:51:15.620-05:00,1486313475620,0,G5,6,stimulus_infreq
2017-02-05T11:51:16.201-05:00,1486313476201,2,0,10,response_infreq
2017-02-05T11:51:17.610-05:00,1486313477610,0,F4,4,stimulus_freq
2017-02-05T11:51:18.109-05:00,1486313478109,1,0,8,response_freq
2017-02-05T11:51:19.598-05:00,1486313479598,0,F4,4,stimulus_freq
2017-02-05T11:51:20.217-05:00,1486313480217,1,0,8,response_freq
2017-02-05T11:51:21.955-05:00,1486313481955,0,F4,4,stimulus_freq
2017-02-05T11:51:22.470-05:00,1486313482471,1,0,8,response_freq
2017-02-05T11:51:24.541-05:00,1486313484541,0,F4,4,stimulus_freq
2017-02-05T11:51:25.030-05:00,1486313485031,1,0,8,response_freq
2017-02-05T11:51:26.467-05:00,1486313486467,0,F4,4,stimulus_freq
2017-02-05T11:51:26.984-05:00,1486313486984,1,0,8,response_freq
2017-02-05T11:51:28.548-05:00,1486313488548,0,F4,4,stimulus_freq
2017-02-05T11:51:29.049-05:00,1486313489049,1,0,8,response_freq
2017-02-05T11:51:31.026-05:00,1486313491026,0,F4,4,stimulus_freq
2017-02-05T11:51:31.551-05:00,1486313491551,1,0,8,response_freq
2017-02-05T11:51:33.476-05:00,1486313493476,0,F4,4,stimulus_freq
2017-02-05T11:51:34.017-05:00,1486313494017,1,0,8,response_freq
2017-02-05T11:51:35.362-05:00,1486313495363,0,F4,4,stimulus_freq
2017-02-05T11:51:35.883-05:00,1486313495883,1,0,8,response_freq
2017-02-05T11:51:37.239-05:00,1486313497239,0,F4,4,stimulus_freq
2017-02-05T11:51:37.803-05:00,1486313497803,1,0,8,response_freq
2017-02-05T11:51:38.993-05:00,1486313498993,0,F4,4,stimulus_freq
2017-02-05T11:51:39.527-05:00,1486313499527,1,0,8,response_freq
2017-02-05T11:51:40.997-05:00,1486313500997,0,F4,4,stimulus_freq
2017-02-05T11:51:41.492-05:00,1486313501492,1,0,8,response_freq
2017-02-05T11:51:42.864-05:00,1486313502864,0,G5,6,stimulus_infreq
2017-02-05T11:51:43.395-05:00,1486313503395,2,0,10,response_infreq
2017-02-05T11:51:45.302-05:00,1486313505302,0,F4,4,stimulus_freq
2017-02-05T11:51:45.860-05:00,1486313505860,1,0,8,response_freq
2017-02-05T11:51:47.386-05:00,1486313507386,0,F4,4,stimulus_freq
2017-02-05T11:51:47.983-05:00,1486313507983,1,0,8,response_freq
2017-02-05T11:51:49.635-05:00,1486313509635,0,F4,4,stimulus_freq
2017-02-05T11:51:50.108-05:00,1486313510108,1,0,8,response_freq
2017-02-05T11:51:51.206-05:00,1486313511206,0,F4,4,stimulus_freq
2017-02-05T11:51:51.663-05:00,1486313511663,1,0,8,response_freq
2017-02-05T11:51:53.404-05:00,1486313513404,0,F4,4,stimulus_freq
2017-02-05T11:51:53.913-05:00,1486313513913,1,0,8,response_freq
2017-02-05T11:51:55.587-05:00,1486313515587,0,F4,4,stimulus_freq
2017-02-05T11:51:56.071-05:00,1486313516071,1,0,8,response_freq
2017-02-05T11:51:58.195-05:00,1486313518195,0,F4,4,stimulus_freq
2017-02-05T11:51:58.693-05:00,1486313518693,1,0,8,response_freq
2017-02-05T11:51:59.701-05:00,1486313519701,0,F4,4,stimulus_freq
2017-02-05T11:52:00.098-05:00,1486313520098,1,0,8,response_freq
2017-02-05T11:52:01.416-05:00,1486313521416,0,F4,4,stimulus_freq
2017-02-05T11:52:01.972-05:00,1486313521972,1,0,8,response_freq
2017-02-05T11:52:04.002-05:00,1486313524002,0,F4,4,stimulus_freq
2017-02-05T11:52:04.481-05:00,1486313524481,1,0,8,response_freq
2017-02-05T11:52:05.322-05:00,1486313525322,0,G5,6,stimulus_infreq
2017-02-05T11:52:05.757-05:00,1486313525757,2,0,10,response_infreq
2017-02-05T11:52:07.346-05:00,1486313527346,0,F4,4,stimulus_freq
2017-02-05T11:52:07.935-05:00,1486313527935,1,0,8,response_freq
2017-02-05T11:52:09.318-05:00,1486313529318,0,F4,4,stimulus_freq
2017-02-05T11:52:09.825-05:00,1486313529825,1,0,8,response_freq
2017-02-05T11:52:10.993-05:00,1486313530993,0,F4,4,stimulus_freq
2017-02-05T11:52:11.449-05:00,1486313531449,1,0,8,response_freq
2017-02-05T11:52:12.169-05:00,1486313532169,0,F4,4,stimulus_freq
2017-02-05T11:52:12.673-05:00,1486313532673,1,0,8,response_freq
2017-02-05T11:52:14.130-05:00,1486313534131,0,F4,4,stimulus_freq
2017-02-05T11:52:14.631-05:00,1486313534631,1,0,8,response_freq
2017-02-05T11:52:16.125-05:00,1486313536125,0,F4,4,stimulus_freq
2017-02-05T11:52:16.629-05:00,1486313536629,1,0,8,response_freq
2017-02-05T11:52:17.564-05:00,1486313537564,0,F4,4,stimulus_freq
2017-02-05T11:52:18.034-05:00,1486313538034,1,0,8,response_freq
2017-02-05T11:52:19.734-05:00,1486313539734,0,G5,6,stimulus_infreq
2017-02-05T11:52:20.295-05:00,1486313540295,2,0,10,response_infreq
2017-02-05T11:52:21.420-05:00,1486313541420,0,F4,4,stimulus_freq
2017-02-05T11:52:21.925-05:00,1486313541925,1,0,8,response_freq
2017-02-05T11:52:23.171-05:00,1486313543171,0,F4,4,stimulus_freq
2017-02-05T11:52:23.679-05:00,1486313543679,1,0,8,response_freq
2017-02-05T11:52:24.927-05:00,1486313544927,0,F4,4,stimulus_freq
2017-02-05T11:52:25.332-05:00,1486313545332,1,0,8,response_freq
2017-02-05T11:52:26.698-05:00,1486313546698,0,F4,4,stimulus_freq
2017-02-05T11:52:27.128-05:00,1486313547128,1,0,8,response_freq
2017-02-05T11:52:29.017-05:00,1486313549017,0,F4,4,stimulus_freq
2017-02-05T11:52:29.626-05:00,1486313549626,1,0,8,response_freq
2017-02-05T11:52:31.505-05:00,1486313551505,0,F4,4,stimulus_freq
2017-02-05T11:52:32.068-05:00,1486313552068,1,0,8,response_freq
2017-02-05T11:52:33.496-05:00,1486313553496,0,F4,4,stimulus_freq
2017-02-05T11:52:34.016-05:00,1486313554016,1,0,8,response_freq
2017-02-05T11:52:35.189-05:00,1486313555189,0,F4,4,stimulus_freq
2017-02-05T11:52:35.644-05:00,1486313555644,1,0,8,response_freq
2017-02-05T11:52:37.052-05:00,1486313557052,0,G5,6,stimulus_infreq
2017-02-05T11:52:37.621-05:00,1486313557621,2,0,10,response_infreq
2017-02-05T11:52:38.958-05:00,1486313558958,0,F4,4,stimulus_freq
2017-02-05T11:52:39.592-05:00,1486313559592,1,0,8,response_freq
2017-02-05T11:52:41.198-05:00,1486313561198,0,F4,4,stimulus_freq
2017-02-05T11:52:41.682-05:00,1486313561682,1,0,8,response_freq
2017-02-05T11:52:42.886-05:00,1486313562886,0,F4,4,stimulus_freq
2017-02-05T11:52:43.361-05:00,1486313563361,1,0,8,response_freq
2017-02-05T11:52:44.980-05:00,1486313564981,0,F4,4,stimulus_freq
2017-02-05T11:52:45.608-05:00,1486313565608,1,0,8,response_freq
2017-02-05T11:52:47.035-05:00,1486313567035,0,F4,4,stimulus_freq
2017-02-05T11:52:47.554-05:00,1486313567554,1,0,8,response_freq
2017-02-05T11:52:49.262-05:00,1486313569262,0,F4,4,stimulus_freq
2017-02-05T11:52:49.750-05:00,1486313569750,1,0,8,response_freq
2017-02-05T11:52:51.577-05:00,1486313571577,0,F4,4,stimulus_freq
2017-02-05T11:52:52.127-05:00,1486313572127,1,0,8,response_freq
2017-02-05T11:52:53.330-05:00,1486313573330,0,F4,4,stimulus_freq
2017-02-05T11:52:53.918-05:00,1486313573918,1,0,8,response_freq
2017-02-05T11:52:55.874-05:00,1486313575874,0,F4,4,stimulus_freq
2017-02-05T11:52:56.437-05:00,1486313576437,1,0,8,response_freq
2017-02-05T11:52:58.070-05:00,1486313578071,0,F4,4,stimulus_freq
2017-02-05T11:52:58.580-05:00,1486313578580,1,0,8,response_freq
2017-02-05T11:53:00.117-05:00,1486313580117,0,F4,4,stimulus_freq
2017-02-05T11:53:00.589-05:00,1486313580589,1,0,8,response_freq
2017-02-05T11:53:02.367-05:00,1486313582367,0,F4,4,stimulus_freq
2017-02-05T11:53:02.876-05:00,1486313582877,1,0,8,response_freq
2017-02-05T11:53:04.560-05:00,1486313584560,0,F4,4,stimulus_freq
2017-02-05T11:53:05.121-05:00,1486313585122,1,0,8,response_freq
2017-02-05T11:53:07.028-05:00,1486313587028,0,F4,4,stimulus_freq
2017-02-05T11:53:07.608-05:00,1486313587608,1,0,8,response_freq
2017-02-05T11:53:09.153-05:00,1486313589153,0,F4,4,stimulus_freq
2017-02-05T11:53:09.671-05:00,1486313589671,1,0,8,response_freq
2017-02-05T11:53:10.749-05:00,1486313590750,0,G5,6,stimulus_infreq
2017-02-05T11:53:11.324-05:00,1486313591324,2,0,10,response_infreq
2017-02-05T11:53:12.939-05:00,1486313592939,0,F4,4,stimulus_freq
2017-02-05T11:53:13.477-05:00,1486313593477,1,0,8,response_freq
2017-02-05T11:53:15.243-05:00,1486313595243,0,G5,6,stimulus_infreq
2017-02-05T11:53:15.734-05:00,1486313595734,1,0,8,response_freq
2017-02-05T11:53:15.844-05:00,1486313595844,2,0,10,response_infreq
2017-02-05T11:53:16.992-05:00,1486313596993,0,F4,4,stimulus_freq
2017-02-05T11:53:17.784-05:00,1486313597784,1,0,8,response_freq
2017-02-05T11:53:18.742-05:00,1486313598742,0,F4,4,stimulus_freq
2017-02-05T11:53:19.320-05:00,1486313599320,1,0,8,response_freq
2017-02-05T11:53:21.038-05:00,1486313601038,0,F4,4,stimulus_freq
2017-02-05T11:53:21.658-05:00,1486313601658,1,0,8,response_freq
2017-02-05T11:53:22.734-05:00,1486313602735,0,F4,4,stimulus_freq
2017-02-05T11:53:23.283-05:00,1486313603283,1,0,8,response_freq
2017-02-05T11:53:24.382-05:00,1486313604382,0,F4,4,stimulus_freq
2017-02-05T11:53:24.836-05:00,1486313604836,1,0,8,response_freq
2017-02-05T11:53:26.524-05:00,1486313606524,0,F4,4,stimulus_freq
2017-02-05T11:53:27.098-05:00,1486313607098,1,0,8,response_freq
2017-02-05T11:53:28.583-05:00,1486313608583,0,F4,4,stimulus_freq
2017-02-05T11:53:29.154-05:00,1486313609154,1,0,8,response_freq
2017-02-05T11:53:30.369-05:00,1486313610369,0,F4,4,stimulus_freq
2017-02-05T11:53:30.859-05:00,1486313610859,1,0,8,response_freq
2017-02-05T11:53:32.211-05:00,1486313612211,0,F4,4,stimulus_freq
2017-02-05T11:53:32.754-05:00,1486313612754,1,0,8,response_freq
2017-02-05T11:53:34.570-05:00,1486313614570,0,G5,6,stimulus_infreq
2017-02-05T11:53:35.163-05:00,1486313615163,2,0,10,response_infreq
2017-02-05T11:53:36.767-05:00,1486313616767,0,F4,4,stimulus_freq
2017-02-05T11:53:37.425-05:00,1486313617425,1,0,8,response_freq
2017-02-05T11:53:38.955-05:00,1486313618955,0,F4,4,stimulus_freq
2017-02-05T11:53:39.468-05:00,1486313619468,1,0,8,response_freq
2017-02-05T11:53:40.611-05:00,1486313620611,0,F4,4,stimulus_freq
2017-02-05T11:53:41.083-05:00,1486313621084,1,0,8,response_freq
2017-02-05T11:53:42.917-05:00,1486313622917,0,F4,4,stimulus_freq
2017-02-05T11:53:43.364-05:00,1486313623364,1,0,8,response_freq
2017-02-05T11:53:44.731-05:00,1486313624731,0,F4,4,stimulus_freq
2017-02-05T11:53:45.171-05:00,1486313625172,1,0,8,response_freq
2017-02-05T11:53:47.012-05:00,1486313627012,0,F4,4,stimulus_freq
2017-02-05T11:53:47.494-05:00,1486313627494,1,0,8,response_freq
2017-02-05T11:53:49.137-05:00,1486313629138,0,F4,4,stimulus_freq
2017-02-05T11:53:49.703-05:00,1486313629703,1,0,8,response_freq
2017-02-05T11:53:51.729-05:00,1486313631729,0,F4,4,stimulus_freq
2017-02-05T11:53:52.408-05:00,1486313632408,1,0,8,response_freq
2017-02-05T11:53:53.447-05:00,1486313633447,0,F4,4,stimulus_freq
2017-02-05T11:53:54.042-05:00,1486313634042,1,0,8,response_freq
2017-02-05T11:53:55.443-05:00,1486313635444,0,F4,4,stimulus_freq
2017-02-05T11:53:56.054-05:00,1486313636054,1,0,8,response_freq
2017-02-05T11:53:57.877-05:00,1486313637877,0,F4,4,stimulus_freq
2017-02-05T11:53:58.475-05:00,1486313638475,1,0,8,response_freq
2017-02-05T11:53:59.974-05:00,1486313639975,0,0,255,stop experiment
