1484600966830,0,C5
1484600968330,0,C4
1484600969830,0,C4
1484600971330,0,C4
1484600972830,0,C4
1484600974330,0,C5
1484600975830,0,C4
1484600977330,0,C4
1484600978830,0,C4
1484600980330,0,C4
1484600981830,0,C5
1484600983330,0,C4
1484600984830,0,C4
1484600986330,0,C5
1484600987830,0,C4
1484600989330,0,C3
1484601202428,0,C4
1484601203926,0,C4
1484601205426,0,C4
1484601206926,0,C4
1484601208426,0,C4
1484601209926,0,C4
1484601211426,0,C5
1484601212926,0,C4
1484601214426,0,C5
1484601215926,0,C4
1484601217426,0,C4
1484601218926,0,C4
1484601220426,0,C4
1484601221926,0,C4
1484601223426,0,C5
1484601224926,0,C4
1484601226426,0,C5
1484601227926,0,C4
1484601229426,0,C4
1484601230926,0,C4
1484601232426,0,C4
1484601233927,0,C5
1484601235426,0,C4
1484601236926,0,C5
1484601238426,0,C4
1484601239926,0,C4
1484601241426,0,C4
1484601242926,0,C4
1484601244426,0,C5
1484601245926,0,C4
1484601247426,0,C4
1484601248926,0,C4
1484601250426,0,C4
1484601251926,0,C5
1484601253426,0,C4
1484601254926,0,C4
1484601256426,0,C4
1484601257926,0,C4
1484601259426,0,C5
1484601260926,0,C4
1484601262426,0,C4
1484601263926,0,C5
1484601265426,0,C4
1484601266926,0,C3
1484601203008,2,0
1484601204416,2,0
1484601205924,2,0
1484601207418,2,0
1484601208971,2,0
1484601210438,2,0
1484601211882,1,0
1484601213378,2,0
1484601214912,1,0
1484601216484,2,0
1484601217972,2,0
1484601219312,2,0
1484601220848,2,0
1484601222352,2,0
1484601224214,1,0
1484601225514,2,0
1484601226946,1,0
1484601228415,2,0
1484601229906,2,0
1484601231516,2,0
1484601232888,2,0
1484601234426,1,0
1484601235993,2,0
1484601237396,1,0
1484601239045,2,0
1484601240395,2,0
1484601241894,2,0
1484601243362,2,0
1484601245022,1,0
1484601246713,2,0
1484601247985,2,0
1484601249369,2,0
1484601250853,2,0
1484601252336,1,0
1484601254038,2,0
1484601255326,2,0
1484601256830,2,0
1484601258399,2,0
1484601259974,1,0
1484601261454,2,0
1484601262920,2,0
1484601264488,1,0
1484601265978,2,0
1484601268076,2,0
